artist,song
Avril Lavigne,Feeling Sorry For Myself
Avril Lavigne,Fly
Avril Lavigne,Foolish (Leave Me Alone)
Avril Lavigne,Forgotten
Avril Lavigne,He Wasn't
Avril Lavigne,Hello Kitty
Avril Lavigne,Here's To Never Growing Up
Avril Lavigne,Here's Your Letter (Toronto Concert)
Avril Lavigne,Hold
Avril Lavigne,How Does It Feel
Avril Lavigne,I Always Get What I Want
Avril Lavigne,I Love You
Avril Lavigne,I Will Be
Avril Lavigne,I Won't Be Home For Christmas
Avril Lavigne,I'm Feeling This Dude
Avril Lavigne,In The End
Avril Lavigne,Kiss Me
Avril Lavigne,Knockin On Hevean's Door
Avril Lavigne,Let Go
Avril Lavigne,Losing Grip
Avril Lavigne,Make Up
Avril Lavigne,Naked
Avril Lavigne,Not Enough
Avril Lavigne,Not The Only One
Avril Lavigne,One Of Those Girls
Avril Lavigne,Remember When
Avril Lavigne,Rock N Roll
Avril Lavigne,Sippin' On Sunshine
Avril Lavigne,Sk8er Boi
Avril Lavigne,Slipped Away
Avril Lavigne,Smells Like Teen Spirit (Live)
Avril Lavigne,Smile
Avril Lavigne,So Damn Hard
Avril Lavigne,Sometimes
Avril Lavigne,Stay (Be The One)
Avril Lavigne,Stop Standing There
Avril Lavigne,Take It
Avril Lavigne,Take Me Away
Avril Lavigne,Take Me Away (Original)
Avril Lavigne,The Best Damn Thing
Avril Lavigne,The Hockey Song
Avril Lavigne,The Other Guy
Avril Lavigne,The Punk Show
Avril Lavigne,The Scientist
Avril Lavigne,The Spongebob Squarepants Theme
Avril Lavigne,Tomorrow You Didn't
Avril Lavigne,Too Much To Ask
Avril Lavigne,Touch The Sky
Avril Lavigne,Touchdown Boy
Avril Lavigne,Trust Me
Avril Lavigne,Unsolved Mysteries
Avril Lavigne,Unwanted
Avril Lavigne,Waggy
Avril Lavigne,Waste Of Time
Avril Lavigne,What The Hell
Avril Lavigne,Why
Avril Lavigne,You Ain't Seen Nothin' Yet
Avril Lavigne,You Never Satisfy Me
Backstreet Boys,"10,000 Promises"
Backstreet Boys,All I Have To Give
Backstreet Boys,All I Have To Give--Part II--The Conversation Mix
Backstreet Boys,All In This Together
Backstreet Boys,Anywhere For You
Backstreet Boys,Betcha By Golly Wow!
Backstreet Boys,Cinderella
Backstreet Boys,Don't Leave Me
Backstreet Boys,Everybody
Backstreet Boys,Everytime I Close My Eyes
Backstreet Boys,Figured You Out
Backstreet Boys,Get Another Boyfriend
Backstreet Boys,I Promise You
Backstreet Boys,If I Ever Fall In Love
Backstreet Boys,In A World Like This
Backstreet Boys,International
Backstreet Boys,Just Want You To Know
Backstreet Boys,Lay Down Beside Me
Backstreet Boys,Let's Make A Toast To Our Love
Backstreet Boys,Lift Me Up
Backstreet Boys,Like A Child
Backstreet Boys,Lose It All
Backstreet Boys,Lost In Space
Backstreet Boys,Love Is
Backstreet Boys,Love Will Keep You Up All Night
Backstreet Boys,More Than That
Backstreet Boys,Nowhere To Go
Backstreet Boys,Panic
Backstreet Boys,Poster Girl
Backstreet Boys,Quit Playing Games With My Heart
Backstreet Boys,Rebel
Backstreet Boys,Roll With It
Backstreet Boys,Rush Over Me
Backstreet Boys,Safest Place To Hide
Backstreet Boys,Satellite
Backstreet Boys,She's A Dream
Backstreet Boys,Shining Star
Backstreet Boys,Shout
Backstreet Boys,Siberia
Backstreet Boys,Something That I Already Know
Backstreet Boys,Spanish Eyes
Backstreet Boys,Trouble Is
Backstreet Boys,Try
Backstreet Boys,Unmistakable
Backstreet Boys,Weird World
Backstreet Boys,Why You Keep On Calling Me
Backstreet Boys,"Yes, I Will"
Backstreet Boys,You Wrote The Book On Love
Barbie,Can You Keep A Secret
Barbie,Connect
Barbie,Do The Mermaid
Barbie,Here I Am
Barbie,Hey Ya
Barbie,I Am A Girl Like You
Barbie,It's A Perfect Christmas
Barbie,On Top Of The World
Barbie,Once Upon A Time
Barbie,The Cat's Meow
Barbie,Two Voices One Song
Barbie,Ultimate
Barbie,Wings
Barbie,Written In Your Heart
Barbra Streisand,A Child Is Born
Barbra Streisand,A Christmas Love Song
Barbra Streisand,Above The Law
Barbra Streisand,Absent Minded Me
Barbra Streisand,Adelaide's Lament
Barbra Streisand,After The Rain
Barbra Streisand,Alfie
Barbra Streisand,All I Ask Of You
Barbra Streisand,All I Know Of Love
Barbra Streisand,All In Love Is Fair
Barbra Streisand,All Of My Life
Barbra Streisand,All That I Want
Barbra Streisand,All The Things You Are
Barbra Streisand,"America, The Beautiful"
Barbra Streisand,Auld Lang Syne
Barbra Streisand,Back To Work
Barbra Streisand,Being Alive
Barbra Streisand,Children Will Listen
Barbra Streisand,Christmas Lullaby
Barbra Streisand,Christmas Mem'ries
Barbra Streisand,Circle
Barbra Streisand,Clopin Clopant
Barbra Streisand,Closer
Barbra Streisand,Come Back To Me
Barbra Streisand,Come Rain Or Come Shine
Barbra Streisand,Come To The Supermarket
Barbra Streisand,Come Tomorrow
Barbra Streisand,Comin' In And Out Of Your Life
Barbra Streisand,Dancing
Barbra Streisand,Deep In The Night
Barbra Streisand,Didn't We
Barbra Streisand,Ding-dong! The Witch Is Dead!
Barbra Streisand,Doing The Reactionary
Barbra Streisand,Don't Like Goodbyes
Barbra Streisand,Don't Rain On My Parade
Barbra Streisand,Down With Love
Barbra Streisand,Draw Me A Circle
Barbra Streisand,Emotion
Barbra Streisand,Evergreen
Barbra Streisand,Everything
Barbra Streisand,Everything Must Change
Barbra Streisand,Find Yourself A Man
Barbra Streisand,Fine And Dandy
Barbra Streisand,For Pete's Sake
Barbra Streisand,Frank Mills
Barbra Streisand,Funny Thing Happened On My Way To Love
Barbra Streisand,Golden Dawn
Barbra Streisand,Goodbye For Now
Barbra Streisand,Goodnight
Barbra Streisand,Gotta Move
Barbra Streisand,Grandma's Hands
Barbra Streisand,Grown-up Christmas List
Barbra Streisand,Guava Jelly
Barbra Streisand,Guilty
Barbra Streisand,Have Yourself A Merry Little Christmas
Barbra Streisand,He Touched Me
Barbra Streisand,Heart Don't Change My Mind
Barbra Streisand,Hideaway
Barbra Streisand,Higher Ground
Barbra Streisand,His Love Makes Me Beautiful
Barbra Streisand,Honey Can I Put On Your Clothes
Barbra Streisand,I Don't Care Much
Barbra Streisand,I Don't Know Where I Stand
Barbra Streisand,I Found You Love
Barbra Streisand,I Got Rhythm
Barbra Streisand,I Had Myself A True Love
Barbra Streisand,I Know Him So Well
Barbra Streisand,I Like Him
Barbra Streisand,I Mean To Shine
Barbra Streisand,I Never Had It So Good
Barbra Streisand,I Never Has Seen Snow
Barbra Streisand,I Never Meant To Hurt You
Barbra Streisand,I Remember
Barbra Streisand,I Wonder As I Wander
Barbra Streisand,I Won't Be The One To Let Go
Barbra Streisand,I Won't Last A Day Without You
Barbra Streisand,I'd Rather Be Blue Over You (Than Happy With Somebody Else)
Barbra Streisand,If A Girl Isn't Pretty
Barbra Streisand,If I Close My Eyes
Barbra Streisand,If I Could
Barbra Streisand,If I Didn't Love You
Barbra Streisand,If I Love Again
Barbra Streisand,If I Never Met You
Barbra Streisand,If You Could Read My Mind
Barbra Streisand,If You Ever Leave Me
Barbra Streisand,I'll Be Home
Barbra Streisand,I'll Be Home For Christmas
Barbra Streisand,I'll Know
Barbra Streisand,I'll Tell The Man In The Street
Barbra Streisand,Isn't It A Pity?
Barbra Streisand,It Had To Be You
Barbra Streisand,It Only Takes A Moment
Barbra Streisand,I've Got A Crush On You
Barbra Streisand,I've Got No Strings
Beach Boys,409
Beach Boys,4th Of July
Beach Boys,A Casual Look
Beach Boys,A Day In The Life Of A Tree
Beach Boys,A Thing Or Two
Beach Boys,Add Some Music
Beach Boys,Airplane
Beach Boys,All Dressed Up For School
Beach Boys,All Summer Long
Beach Boys,All This Is That
Beach Boys,"Amusement Parks, U. S. A."
Beach Boys,Angel Come Home
Beach Boys,"Anna Lee, The Healer"
Beach Boys,At My Window
Beach Boys,Auld Lang Syne
Beach Boys,Baby Blue
Beach Boys,Back Home
Beach Boys,Barabara Ann
Beach Boys,Barbara Ann
Beach Boys,Be Here In The Morning
Beach Boys,Be Still
Beach Boys,Be True To Your School
Beach Boys,Be With Me
Beach Boys,Beach Boys Medley
Beach Boys,Beaches In Mind
Beach Boys,Belles Of Paris
Beach Boys,Bells Of Christmas
Beach Boys,Better Get Back In Bed
Beach Boys,Big Sur
Beach Boys,Blue Christmas
Beach Boys,Blueberry Hill
Beach Boys,Bluebirds Over The Mountain
Beach Boys,California Dremaing
Beach Boys,Car Crazy Cutie
Beach Boys,"Caroline, No"
Beach Boys,"Cherry, Cherry Coupe"
Beach Boys,Christmas Day
Beach Boys,Christmas Time Is Here Again
Beach Boys,Crack At Your Love
Beach Boys,Cuddle Up
Beach Boys,Do You Wanna Dance?
Beach Boys,Endless Harmony
Beach Boys,Frosty The Snowman
Beach Boys,Funky Pretty
Beach Boys,Girls On The Beach
Beach Boys,Good To My Baby
Beach Boys,Good Vibrations
Beach Boys,Graduation Day
Beach Boys,"Help Me, Rhonda"
Beach Boys,Here She Comes
Beach Boys,Here Today
Beach Boys,Hey Little Tomboy
Beach Boys,Hold On Dear Brother
Beach Boys,Hot Fun In The Summertime
Beach Boys,How She Boogalooed It
Beach Boys,Hushabye
Beach Boys,I Can Hear Music
Beach Boys,I Do
Beach Boys,I Do Love You
Beach Boys,I Get Around
Beach Boys,I Just Got My Pay
Beach Boys,I Should Have Known Better
Beach Boys,I'm The Pied Piper
Beach Boys,I'm Waiting For The Day
Beach Boys,In My Car
Beach Boys,Island Fever
Beach Boys,Keepin' The Summer Alive
Beach Boys,Kiss Me Baby
Beach Boys,Land Ahoy
Beach Boys,Leaving This Town
Beach Boys,Let The Wind Blow
Beach Boys,Little Pad
Beach Boys,"Long, Tall Texan"
Beach Boys,Love Is A Woman
Beach Boys,Love Surrounds Me
Beach Boys,Magic Transistor Radio
Beach Boys,Make It Big
Beach Boys,Male Ego
Beach Boys,"Merry Christmas, Baby"
Beach Boys,Mona
Beach Boys,Monster Mash
The Beatles,A Shot Of Rhythm And Blues
The Beatles,Across The Universe
The Beatles,All I've Got To Do
The Beatles,And I Love Her
The Beatles,And Your Bird Can Sing
The Beatles,Another Girl
The Beatles,Any Time At All
The Beatles,Ask Me Why
The Beatles,"Baby, You're A Rich Man"
The Beatles,Birthday
The Beatles,Blackbird
The Beatles,Blue Jay Way
The Beatles,Blue Suede Shoes
The Beatles,Boys
The Beatles,Can't Buy Me Love
The Beatles,Carol
The Beatles,Dear Wack!
The Beatles,Dig A Pony
The Beatles,Dizzy Miss Lizzy
The Beatles,Dr. Robert
The Beatles,For No One
The Beatles,Get Back
The Beatles,Give Peace A Chance
The Beatles,Have A Banana!
The Beatles,"Hello, Goodbye"
The Beatles,Help!
The Beatles,Helter Skelter
The Beatles,I Got A Woman
The Beatles,Leave My Kitten Alone
The Beatles,Little Child
The Beatles,Lucille
The Beatles,Misery
The Beatles,Nobody's Child
Beautiful South,"10,000 Feet"
Beautiful South,A Thousand Lies
Beautiful South,Baby Please Go
Beautiful South,Big Beautiful South
Beautiful South,Big Coin
Beautiful South,Blackbird On The Wire
Beautiful South,Blitzkreig Bop
Beautiful South,But 'Til Then
Beautiful South,Chicken Wings
Beautiful South,Ciao
Beautiful South,Domino Man
Beautiful South,Everybody's Talkin'
Beautiful South,His Time Ran Out
Beautiful South,I'm Your No. 1 Fan
Beautiful South,Let Love Speak Up Itself
Beautiful South,Love Wars
Beautiful South,Loving Arms
Beautiful South,Masculine Eclipse
Beautiful South,Mirror
Beautiful South,My Book
Beautiful South,Pollard
Beautiful South,Poppy
Beautiful South,Pretenders To The Throne
Beautiful South,Rotterdam
Beautiful South,Size
Beautiful South,Speak To Me
Beautiful South,Straight In At 37
Beautiful South,Tattoo
Beautiful South,The Final Spark
Beautiful South,The Table
Beautiful South,'Till You Can't Tuck It In
Beautiful South,We'll Deal With You Later
Beautiful South,White Teeth
Beautiful South,"You Play Glockenspiel, I'll Play Drums"
Beautiful South,You're The One That I Want
Beauty And The Beast,As Long As There's Christmas
Beauty And The Beast,Something There
Beauty And The Beast,Tale As Old As Time
Beauty And The Beast,Theres Something There
Bee Gees,2 Years On
Bee Gees,855 6019
Bee Gees,Above And Beyond
Bee Gees,After Dark
Bee Gees,Alive
Bee Gees,All By Myself
Bee Gees,Another Lonely Night In New York
Bee Gees,Black Diamond
Bee Gees,Blue Island
Bee Gees,Bodyguard
Bee Gees,Born A Man
Bee Gees,Come Home Johnny Birdie
Bee Gees,Could It Be
Bee Gees,Embrace
Bee Gees,Esp
Bee Gees,"Every Second, Every Minute"
Bee Gees,Fanny (Be Tender With My Love)
Bee Gees,Follow The Wind
Bee Gees,Ghost Train
Bee Gees,Here I Am
Bee Gees,High Civilization
Bee Gees,I Believe In Miracles
Bee Gees,I Can Bring Love
Bee Gees,I Can't Let You Go
Bee Gees,I Still Love You
Bee Gees,I Was The Child
Bee Gees,If I Were The Sky
Bee Gees,I'm Satisfied
Bee Gees,Islands In The Stream
Bee Gees,Israel
Bee Gees,It's Just The Way
Bee Gees,Jive Talkin'
Bee Gees,King And Country
Bee Gees,Life Goes On
Bee Gees,Living Eyes
Bee Gees,Living In Chicago
Bee Gees,Living Together
Bette Midler,All I Need To Know
Bette Midler,Boxing
Bette Midler,Daytime Hustler
Bette Midler,Have Yourself A Merry Little Christmas
Bette Midler,I Remember You
Bette Midler,In These Shoes
Bette Midler,I've Got My Love To Keep Me Warm
Bette Midler,Leader Of The Pack
Bette Midler,Long John Blues
Bette Midler,Love Me With A Feeling
Bette Midler,Love Tko
Bette Midler,Make Yourself Comfortable
Bette Midler,Married Men
Bette Midler,Mele Kalikimaka
Bette Midler,One Monkey Don't Stop No Show
Bette Midler,Only In Miami
Bette Midler,Paradise
Bette Midler,Perfect Isn't Easy
Bette Midler,P.S. I Love You
Bette Midler,Shining Star
Bette Midler,Song Of Bernadette
Bette Midler,Stay With Me
Bette Midler,Storybook Children
Bette Midler,Summer
Bette Midler,Tenderly
Bette Midler,The Folks Who Live On The Hill
Bette Midler,The Girl Is On To You
Bette Midler,The Glory Of Love
Bette Midler,The Last Time
Bette Midler,The Rose
Bette Midler,"Together, Wherever We Go"
Bette Midler,Tragedy
Bette Midler,What Are You Doing New Year's Eve?
Bette Midler,White Christmas
Bill Withers,Green Grass
Bill Withers,Hello Like Before
Bill Withers,I Don't Want You On My Mind
Bill Withers,I Want To Spend The Night
Bill Withers,Kissing My Love
Bill Withers,Let Me In Your Life
Bill Withers,Make Love To Your Mind
Bill Withers,The Same Love That Made Me Laugh
Billie Holiday,A Fine Romance
Billie Holiday,All Or Nothing At All
Billie Holiday,All The Way
Billie Holiday,Always
Billie Holiday,Am I Blue?
Billie Holiday,April In My Heart
Billie Holiday,Baby Get Lost
Billie Holiday,Big Stuff
Billie Holiday,Billie Blues
Billie Holiday,Cheek To Cheek
Billie Holiday,Come Rain Or Come Shine
Billie Holiday,Comes Love
Billie Holiday,Do Your Duty
Billie Holiday,Embraceable You
Billie Holiday,Everybody's Laughing
Billie Holiday,Everything Happens For The Best
Billie Holiday,Everything Happens To Me
Billie Holiday,Everything I Have Is Yours
Billie Holiday,Falling In Love Again
Billie Holiday,Farewell To Storyville
Billie Holiday,Foolin' Myself
Billie Holiday,For All We Know
Billie Holiday,Forget If You Can
Billie Holiday,"Gee Baby, Ain't I Good To You?"
Billie Holiday,Gimmie A Pigfoot
Billie Holiday,Girls Were Made To Take Care Of Boys
Billie Holiday,Gloomy Sunday
Billie Holiday,God Bless The Child
Billie Holiday,Gone With The Wind
Billie Holiday,How Could You?
Billie Holiday,I Cover The Waterfront
Billie Holiday,I Get Along Without You Very Well
Billie Holiday,If My Heart Could Only Talk
Billie Holiday,I'll Be Seeing You
Billie Holiday,I'll Never Be The Same
Billie Holiday,Keeps On Rainin'
Billie Holiday,Laughing At Life
Billie Holiday,Love Me Or Leave Me
Billie Holiday,"Me, Myself And I"
Billie Holiday,More Than You Know
Billie Holiday,My First Impression Of You
Billie Holiday,Now They Call It Swing
Billie Holiday,On The Sentimental Side
Billie Holiday,"One Never Knows, Does One?"
Billie Holiday,Prelude To A Kiss
Billy Joel,Ain't No Crime
Billy Joel,All For Leyna
Billy Joel,Angry Young Man
Billy Joel,Blonde Over Blue
Billy Joel,Careless Talk
Billy Joel,C'etait Toi
Billy Joel,Christie Lee
Billy Joel,Christmas In Fallujah
Billy Joel,Close To The Borderline
Billy Joel,Code Of Silence
Billy Joel,Don't Worry Baby (Live)
Billy Joel,Get It Right The First Time
Billy Joel,It's Still Rock And Roll To Me
Billy Joel,Keeping The Faith
Billy Joel,Leave A Tender Moment Alone
Billy Joel,Modern Woman
Billy Joel,Movin' Out
Billy Joel,Scandinavian Skies
Billy Joel,Storm Front
Billy Joel,Streetlife Serenader
Billy Joel,"Summer, Highland Falls"
Billy Joel,The Bridge
Billy Joel,The End Of The World
Billy Joel,The Great Wall Of China
Billy Joel,The Prime Of Your Love
Billy Joel,This Is The Time
Billy Joel,This Night
Billy Joel,Time And Time Again
Billy Joel,Travelin' Prayer
Billy Joel,Turn Around
Billy Joel,Uptown Girl
Billy Joel,We Didn't Start The Fire
Billy Joel,When In Rome
Bing Crosby,At Last
Bing Crosby,Be Careful It's My Heart
Bing Crosby,Blacksmith Blues
Bing Crosby,Blue Room
Bing Crosby,Changing Partners
Bing Crosby,Evelina
Bing Crosby,Exactly Like You
Bing Crosby,Feudin And Fightin
Bing Crosby,Fine Romance
Bing Crosby,For Me And My Gal - With Judy Garland
Bing Crosby,Frosty The Snowman
Bing Crosby,God Rest Ye Merry Gentlemen
Bing Crosby,Gone Fishin'
Bing Crosby,"Good, Good, Good"
Bing Crosby,I Don't Know Why - With Lauren Bacall
Bing Crosby,I Surrender Dear
Bing Crosby,I'll Be Home For Christmas
Bing Crosby,I'll Be Seeing You
Bing Crosby,I'll Take You Home Again Kathleen
Bing Crosby,I'll Walk Alone
Bing Crosby,Is You Is Or Is You Ain't (My Baby)?
Bing Crosby,It Had To Be You
Bing Crosby,It's The Natural Thing To Do
Bing Crosby,I've Got A Pocketful Of Dreams
Bing Crosby,Jingle Bells
Bing Crosby,June In January
Bing Crosby,Last Night On The Backporch
Bing Crosby,Learn To Croon
Bing Crosby,Let It Snow! Let It Snow! Let It Snow!
Bing Crosby,"Little Jack Frost, Get Lost"
Bing Crosby,Love In Bloom
Bing Crosby,Love Is Just Around The Corner
Bing Crosby,Love Thy Neighbor
Bing Crosby,Mack The Knife
Bing Crosby,Macnamara's Band
Bing Crosby,Mean To Me
Bing Crosby,Mexicali Rose
Bing Crosby,My Melancholy Baby
Bing Crosby,Now Is The Hour
Bing Crosby,Oh Come All Ye Faithful (Adeste Fideles)
Bing Crosby,Oh Little Town Of Bethlehem
Bing Crosby,Oh What A Beautiful Mornin
Bing Crosby,Ol' Man River
Bing Crosby,On A Slow Boat To China
Bing Crosby,Once In A While
Bing Crosby,"Pittsburgh, Pennsylvania"
Bing Crosby,Play A Simple Melody
Bing Crosby,'Round And 'Round The Christmas Tree
Bing Crosby,Rudolph The Red Nosed Reindeer
Bing Crosby,September In The Rain
Bing Crosby,Small Fry
Bing Crosby,Strange Music
Bing Crosby,"Sunday, Monday Or Always"
Bing Crosby,Sweet Georgia Brown
Bing Crosby,Sweet Is The Word For You
Bing Crosby,Sweet Leilani
Bing Crosby,Swingin' Down The Lane
Bing Crosby,Swinging on A Star
Bing Crosby,Thanks
Black Sabbath,After All
Black Sabbath,After Forever
Black Sabbath,Air Dance
Black Sabbath,Am I Going Insane
Black Sabbath,Back Street Kids
Black Sabbath,Black Sabbath
Black Sabbath,Children Of The Grave
Black Sabbath,Children Of The Sea
Black Sabbath,Damaged Soul
Black Sabbath,Dying For Love
Black Sabbath,Ear In The Wall
Black Sabbath,Electric Funeral
Black Sabbath,Fairies Wear Boots
Black Sabbath,Guilty As Hell
Black Sabbath,Hand Of Doom
Black Sabbath,Hole In The Sky
Black Sabbath,I Won't Cry For You
Black Sabbath,Kill In The Spirit World
Black Sabbath,Lonely Is The Word
Black Sabbath,Lord Of This World
Black Sabbath,Megalomania
Black Sabbath,N.I.B.
Black Sabbath,Nightwing
Black Sabbath,Peace Of Mind
Black Sabbath,Sabbath Bloody Sabbath
Black Sabbath,Selling My Soul
Black Sabbath,She's Gone
Black Sabbath,Sins Of The Father
Black Sabbath,The Writ
Black Sabbath,Under The Sun
Black Sabbath,Voodoo
Black Sabbath,Who Are You?
Black Sabbath,Wicked World
Black Sabbath,Young
Black Sabbath,Zeitgeist
Black Sabbath,Zero The Hero
Blur,Alex's Song
Blur,Ambulance
Blur,Badhead
Blur,Bang
Blur,Bank Holiday
Blur,Battery In Your Leg
Blur,Battle
Blur,Beachcoma
Blur,Beetlebum
Blur,Best Days
Blur,Black Book
Blur,Blue Jeans
Blur,Bone Bag
Blur,Bugman
Blur,Chinese Bombs
Blur,Cowboy Song
Blur,Dan Abnormal
Blur,Death Of A Party
Blur,Dizzy
Blur,Down
Blur,Dying Isn't Easy
Blur,Fade Away
Blur,Fool
Blur,Fool's Day
Blur,For Tomorrow
Blur,Fried
Blur,Gene By Gene
Blur,He Thought Of Cars
Blur,High Cool
Blur,I'm All Over
Blur,I'm Fine
Blur,I'm Just A Killer For Your Love
